,brand,model,price,Spec-score,Rating,Network,processor,memory_card,android_version,Foldable,display_size,Resolution,Frame Rate,RAM,Memory,Rear Camera,Front Camera,Battery,Fast charge
616,Poco,F4 5G ,17790,83,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon  870, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android v12,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 20 MP Front Camera,4.5e+03, 67W Fast Charging
617,Xiaomi,12 Pro 5G ,37299,87,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen1, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v12,No,6.73, 1440 x 3200 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 32 MP Front Camera,4.6e+03, 120W Fast Charging
618,iQOO,Z7 Pro 5G,20999,77,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7200, Octa Core, 2.8 GHz Processor",Memory Card Not Supported,Android v13,No,6.78, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 16 MP Front Camera,4.6e+03, 66W Fast Charging
619,Motorola,Moto E32,8999,70,4.45,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G37, Octa Core, 2.3 GHz Processor","Memory Card Supported, upto 1 TB",Android v12,No,6.5, 720 x 1600 px, 90 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 10W Fast Charging
620,Vivo,T1 Pro,15084,79,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 778G, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v12,No,6.44, 1080 x 2404 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,64 MP + 8 MP + 2 MP Triple Rear , 16 MP Front Camera,4.7e+03, 66W Fast Charging
621,Samsung,Galaxy Z Fold 4,137845,89,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon  8+ Gen1, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android version undefined,Yes,7.6, 1812 x 2176 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 12 MP + 10 MP Triple Rear , 10 MP + 4 MP Dual Front Camera,4.4e+03, 25W Fast Charging
622,Xiaomi,Redmi Note 11T 5G,11499,77,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity  810 5G, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v11,No,6.6, 1080 x 2400 px, 90 Hz Display with Punch Hole,6 GB RAM, 64 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
623,Samsung,Galaxy A53 5G,29500,85,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos 1280, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v12,No,6.5, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,64 MP Quad Rear , 32 MP Front Camera,5e+03, 25W Fast Charging
624,Vivo,X80 Pro 5G,47499,88,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen1, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v12,No,6.78, 1440 x 3200 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP Quad Rear , 32 MP Front Camera,4.7e+03, 80W Fast Charging
625,Lava,Bold N1,5999,57,4.45,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc 9863A, Octa Core Processor","Memory Card Supported, upto 256 GB",Android v14,No,6.75, 1600 x 720 px Display with Water Drop Notch,,4 GB RAM, 64 GB inbuilt,13 MP Dual Rear , 5 MP Front Camera,5e+03, 10W Fast Charging
626,itel,A95 5G,9999,69,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor",Memory Card Supported,Android v14,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
627,Lava,Bold 5G ,13499,77,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor",Memory Card (Hybrid),Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
628,Vivo,Y29 5G ,18999,78,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.68, 720 x 1608 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,5.5e+03, 44W Fast Charging
629,Xiaomi,Redmi A3x ,6499,63,4.65,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T603, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.71, 720 x 1650 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 64 GB inbuilt,8 MP + 0.08 MP Dual Rear , 5 MP Front Camera,5e+03, 10W Fast Charging
631,Vivo,Y300 Plus,23999,80,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.78, 2400 x 1080 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 32 MP Front Camera,5e+03, 44W Fast Charging
632,Google,Pixel 9 Pro XL ,119999,91,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Tensor G4, Octa Core, 3.1 GHz Processor",Memory Card Not Supported,Android v14,No,6.8, 1344 x 2992 px, 120 Hz Display with Punch Hole,16 GB RAM, 512 GB inbuilt,50 MP + 48 MP + 48 MP Triple Rear , 42 MP Front Camera,5.06e+03, 37W Fast Charging
633,OPPO,A3x 5G ,10998,66,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor",Memory Card (Hybrid),Android v14,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,8 MP Rear , 5 MP Front Camera,5.1e+03, 45W Fast Charging
